file,label,entropy,brightness_mean,brightness_std,skewness_brightness,kurtosis_brightness,laplacian_variance,gradient_mean,gradient_variance,edge_density,hf_energy_ratio,spectral_slope,spectral_flatness,fft_phase_entropy,freq_lf,freq_mf,freq_hf,dct_energy_ratio,jpeg_artifact_score,stripe_score,lbp_entropy,glcm_contrast,glcm_homogeneity,glcm_energy,noise_entropy,residual_std,noise_variance_patch_std,saturation_mean,hue_entropy,rgb_channel_corr,colorfulness,gray_world_error,compression_ratio,metadata_flag,exif_present,orig_width,orig_height,orig_aspect,file_size_kb,file_bpp
dataset\real_512\000000441247.png,0,7.392551,0.4995,0.186354,-0.390186,0.274133,915.992629,58.606243,10695.678338,0.078579,0.011862,3.567384,0.001473,7.993654,0.977601,0.016304,0.006095,0.000264,1.022427,0.010941,6.394244,0.865196,0.863822,0.07914,4.51174,0.036363,0.002098,0.185659,5.756411,0.922238,29.669547,0.060864,0.714382,1.0,0.0,512.0,512.0,1.0,398.594727,1.557011
dataset\real_512\000000441286.png,0,7.408718,0.568554,0.227269,0.233384,-0.969765,1404.399439,55.892906,5299.716592,0.087048,0.006566,2.565824,0.002461,7.993609,0.989913,0.00541,0.004677,0.000997,0.996261,0.032677,6.904365,0.392816,0.873318,0.069873,4.944701,0.036807,0.001749,0.364848,4.392275,0.950227,47.623765,0.205436,0.763958,1.0,0.0,512.0,512.0,1.0,473.537109,1.849754
dataset\real_512\000000441468.png,0,7.606151,0.504691,0.233176,0.281327,-0.003916,1906.287558,83.870103,11092.356934,0.120632,0.015101,3.08489,0.003421,7.993667,0.973282,0.017039,0.009679,0.000245,0.998955,0.02432,6.811506,0.799648,0.830921,0.058838,5.564574,0.04714,0.001882,0.168886,5.450032,0.966754,24.703735,0.060201,0.863449,1.0,0.0,512.0,512.0,1.0,516.467773,2.017452
dataset\real_512\000000441442.png,0,7.198021,0.392959,0.184959,1.424919,2.33584,807.380752,90.718789,9284.538452,0.16568,0.018021,3.91643,0.001751,7.993649,0.954008,0.037471,0.00852,9.6e-05,1.023144,0.01333,6.585798,0.962975,0.763279,0.070745,5.689921,0.035631,0.000896,0.334678,5.648713,0.924297,32.895465,0.142151,0.82864,1.0,0.0,512.0,512.0,1.0,492.777344,1.924911
dataset\real_512\000000441491.png,0,7.596474,0.540267,0.26339,-0.614378,-0.847233,173.502812,40.967343,2662.764973,0.039421,0.002389,3.67103,0.000318,7.993504,0.992173,0.006757,0.00107,2e-05,1.015898,0.045251,6.457973,0.472672,0.843513,0.047763,3.998359,0.015962,0.000343,0.345549,4.369171,0.995741,37.182288,0.193952,0.777267,1.0,0.0,512.0,512.0,1.0,380.163086,1.485012
dataset\real_512\000000441543.png,0,7.590706,0.50646,0.218167,0.17088,-0.690707,650.259902,56.386924,8622.785529,0.073875,0.008245,3.850897,0.000963,7.993705,0.980219,0.015684,0.004097,3e-06,0.997965,0.020331,6.631837,0.844899,0.846839,0.059396,4.580699,0.030779,0.00124,0.515304,6.35741,0.400619,101.005677,0.102192,0.766106,1.0,0.0,512.0,512.0,1.0,455.233398,1.778255
dataset\real_512\000000441553.png,0,6.885011,0.204168,0.187663,2.306331,6.450514,356.752868,38.296645,6481.166303,0.034466,0.019275,3.501978,0.002694,7.993464,0.938245,0.052429,0.009326,0.000468,1.013912,0.010638,6.56941,0.732215,0.8961,0.128473,3.965152,0.022787,0.000983,0.49882,5.956302,0.821002,52.277961,0.128945,0.688099,1.0,0.0,512.0,512.0,1.0,428.019531,1.671951
dataset\real_512\000000441586.png,0,7.508753,0.659634,0.281607,-0.817155,-0.747394,2590.17822,91.735567,23936.704233,0.103539,0.015102,3.331387,0.002749,7.993727,0.969921,0.021576,0.008503,0.000648,1.019357,0.026026,6.652704,1.577528,0.819647,0.082744,4.992691,0.057877,0.003733,0.254539,5.522717,0.912943,43.871564,0.042223,0.775707,1.0,0.0,512.0,512.0,1.0,481.420898,1.88055
dataset\real_512\000000442009.png,0,7.656114,0.602388,0.239876,-0.308217,-0.991346,254.902767,44.874539,6920.926613,0.049625,0.003618,4.299494,0.000177,7.993586,0.988114,0.01055,0.001336,1.4e-05,0.993531,0.021447,5.707579,0.665947,0.886153,0.062941,4.441331,0.021438,0.000429,0.326315,4.46779,0.883382,49.106498,0.127752,0.597469,1.0,0.0,512.0,512.0,1.0,289.358398,1.130306
dataset\real_512\000000442306.png,0,7.714412,0.347396,0.271009,0.514548,-0.899828,9180.37317,180.952681,27280.134854,0.277584,0.087898,2.368222,0.033421,7.993677,0.852708,0.089527,0.057765,0.000696,1.007416,0.012114,6.976685,2.648606,0.640199,0.026728,6.361309,0.094272,0.005678,0.535398,6.965815,0.827775,64.790904,0.1145,0.937874,1.0,0.0,512.0,512.0,1.0,638.208008,2.493
dataset\real_512\000000442323.png,0,7.495644,0.404607,0.250265,0.109175,-1.404682,352.914957,31.103836,3257.768832,0.040386,0.005149,3.275833,0.000933,7.992718,0.98916,0.007781,0.00306,0.000131,0.998211,0.0458,6.602971,0.295496,0.921291,0.077982,3.843704,0.021195,0.000717,0.413411,5.071087,0.896127,51.01755,0.190784,0.67728,1.0,0.0,512.0,512.0,1.0,390.282227,1.52454
dataset\real_512\000000442161.png,0,7.394883,0.270843,0.250909,1.26122,0.538242,649.39335,50.34305,7302.006727,0.065056,0.017459,3.861771,0.001827,7.993664,0.963332,0.026758,0.00991,0.000518,1.004369,0.02362,6.591305,0.694669,0.859502,0.08552,4.272741,0.030135,0.001821,0.391923,5.540397,0.925943,42.087484,0.118685,0.769402,1.0,0.0,512.0,512.0,1.0,440.451172,1.720512
dataset\real_512\000000442456.png,0,7.639919,0.489305,0.259435,-0.164372,-0.974782,936.061015,83.195452,13241.371594,0.107914,0.014144,4.194879,0.000785,7.991733,0.969095,0.023956,0.00695,2.3e-05,1.004634,0.031026,6.44744,0.919623,0.833922,0.057054,5.07048,0.039495,0.001801,0.17154,6.294195,0.937155,33.436737,0.021195,0.786133,1.0,0.0,512.0,512.0,1.0,441.006836,1.722683
dataset\real_512\000000442463.png,0,6.541714,0.720546,0.300985,-0.650147,-1.037679,1880.790862,67.664296,14167.348642,0.087093,0.007475,2.959262,0.00193,7.993626,0.985366,0.010166,0.004468,0.001336,0.991504,0.046662,5.752239,0.910999,0.868481,0.13011,4.363837,0.046155,0.002577,0.203288,4.630332,0.916058,52.913192,0.133443,0.602287,1.0,0.0,512.0,512.0,1.0,366.922852,1.433292
dataset\real_512\000000442661.png,0,7.658851,0.475303,0.298868,0.36377,-1.125483,2379.624853,87.336123,14999.581597,0.138947,0.018345,2.956366,0.004652,7.993613,0.965164,0.022603,0.012233,0.000148,1.020107,0.035223,6.54845,1.125812,0.795821,0.035935,5.131324,0.052521,0.003173,0.240218,6.56277,0.938248,37.223665,0.009859,0.843117,1.0,0.0,512.0,512.0,1.0,510.165039,1.992832
dataset\real_512\000000442480.png,0,6.717591,0.207261,0.202451,2.113851,4.211773,1715.720878,72.013122,18693.405871,0.070423,0.068779,3.411506,0.008461,7.993701,0.879107,0.079768,0.041124,0.000612,1.023548,0.019125,6.836124,0.796676,0.857421,0.150038,4.626023,0.049703,0.003832,0.396467,5.352908,0.883807,46.332536,0.124464,0.721088,1.0,0.0,512.0,512.0,1.0,446.217773,1.743038
dataset\real_512\000000442746.png,0,7.507659,0.417481,0.185549,0.447997,0.36734,1022.00158,88.926904,8843.352603,0.159943,0.019233,3.838244,0.001789,7.993039,0.962764,0.027108,0.010128,3.4e-05,0.974237,0.010906,6.604616,0.948637,0.783921,0.053658,5.346806,0.039022,0.001537,0.451503,6.293366,0.779271,52.855237,0.207517,0.829807,1.0,0.0,512.0,512.0,1.0,518.5,2.025391
dataset\real_512\000000442822.png,0,7.704404,0.484703,0.248622,0.327811,-1.0863,1891.966343,81.705951,15639.177512,0.122536,0.018909,3.280203,0.003234,7.993687,0.962924,0.025726,0.011351,0.001052,0.997035,0.02542,6.419212,0.682705,0.855595,0.0528,4.989761,0.049235,0.002738,0.102718,5.906794,0.98937,13.625622,0.014574,0.752136,1.0,0.0,512.0,512.0,1.0,431.446289,1.685337
dataset\real_512\000000442836.png,0,7.514791,0.503332,0.295231,0.027472,-1.655442,2028.774708,92.992127,9538.540538,0.183468,0.014653,3.083427,0.003479,7.9937,0.97399,0.016535,0.009475,0.001163,0.994695,0.061452,6.883308,1.061765,0.773949,0.055401,5.545786,0.048053,0.002299,0.31356,6.405467,0.955476,37.18181,0.171041,0.848118,1.0,0.0,512.0,512.0,1.0,570.805664,2.22971
dataset\real_512\000000442993.png,0,6.797259,0.275383,0.173089,1.350582,2.409622,528.198887,49.102194,7144.787777,0.067032,0.02017,3.692289,0.001919,7.993808,0.957503,0.032356,0.010141,8.6e-05,0.999468,0.012303,6.451461,0.707981,0.868724,0.106048,4.516663,0.028565,0.00098,0.582439,4.493553,0.804668,50.24376,0.20653,0.682083,1.0,0.0,512.0,512.0,1.0,391.094727,1.527714
dataset\real_512\000000443426.png,0,6.847254,0.53055,0.139518,-0.665995,1.417697,298.899547,27.464289,2728.97305,0.025509,0.002441,3.097895,0.00062,7.993921,0.994128,0.004472,0.0014,7.6e-05,1.007983,0.005055,6.631747,0.254565,0.934097,0.179466,3.584823,0.018284,0.00086,0.090404,6.251017,0.964597,16.04955,0.018748,0.639729,1.0,0.0,512.0,512.0,1.0,389.893555,1.523022
dataset\real_512\000000443303.png,0,7.318618,0.351445,0.257057,0.194973,-1.405282,90.981724,30.996587,3541.09335,0.027115,0.004611,4.426366,0.000133,7.993606,0.983998,0.014314,0.001688,3e-06,1.000907,0.039262,5.94873,0.297564,0.909384,0.084946,4.130328,0.013552,0.000387,0.273444,6.395055,0.936259,40.535724,0.084193,0.592045,1.0,0.0,512.0,512.0,1.0,323.34375,1.263062
dataset\real_512\000000443498.png,0,6.770983,0.264877,0.250661,1.307182,1.439355,1297.415702,51.548556,8440.393011,0.068153,0.022265,2.849126,0.005434,7.993664,0.960635,0.024618,0.014746,0.006271,0.944279,0.030179,6.491084,0.462623,0.900129,0.089535,4.365531,0.038413,0.002036,0.0,-0.0,1.0,0.0,0.0,0.693073,1.0,0.0,512.0,512.0,1.0,219.02832,0.855579
dataset\real_512\000000443844.png,0,7.09424,0.554879,0.193455,-1.073307,0.989893,2728.614155,68.518803,13766.338806,0.091415,0.01548,2.750013,0.004485,7.99336,0.975969,0.013367,0.010664,0.000179,1.002964,0.013006,6.763867,0.704519,0.875951,0.122543,4.822496,0.053065,0.00363,0.409868,3.899823,0.916988,45.550797,0.256357,0.751732,1.0,0.0,512.0,512.0,1.0,457.924805,1.788769
dataset\real_512\000000444142.png,0,7.327135,0.361595,0.291306,0.490406,-1.390323,453.328518,50.545752,9582.540886,0.043228,0.010482,3.96451,0.001012,7.993548,0.965134,0.030389,0.004477,0.000284,1.003583,0.052973,6.63553,0.97549,0.876208,0.084856,4.169452,0.026793,0.001203,0.367512,6.597741,0.846037,59.618431,0.04141,0.702045,1.0,0.0,512.0,512.0,1.0,404.783203,1.581184
dataset\real_512\000000443969.png,0,7.526736,0.391515,0.204926,0.668787,-0.390539,1263.906962,81.85048,10785.160185,0.133141,0.021173,3.162918,0.003663,7.993758,0.955397,0.033168,0.011435,9.9e-05,0.985876,0.015654,6.628461,1.003064,0.796963,0.048866,5.177608,0.041532,0.00174,0.462392,6.074906,0.791183,61.272128,0.077357,0.841808,1.0,0.0,512.0,512.0,1.0,467.573242,1.826458
dataset\real_512\000000444879.png,0,5.851352,0.678706,0.318776,-0.363606,-1.375797,1713.518725,72.916286,14679.833575,0.117249,0.008088,3.055939,0.001653,7.994011,0.983001,0.011971,0.005028,0.000249,0.975234,0.078365,5.021472,0.610784,0.860803,0.137122,4.525276,0.046242,0.002305,0.177226,3.404922,0.987471,29.368877,0.151334,0.574577,1.0,0.0,512.0,512.0,1.0,343.771484,1.342857
dataset\real_512\000000444275.png,0,7.690818,0.454486,0.212295,-0.056426,-0.57517,10064.186611,165.257764,17979.151556,0.316669,0.060427,2.095179,0.024395,7.99375,0.921377,0.031902,0.046722,0.002242,1.005704,0.012914,6.943523,1.490931,0.695382,0.038024,6.456511,0.095884,0.005326,0.242256,6.890818,0.935858,30.405426,0.075536,0.908115,1.0,0.0,512.0,512.0,1.0,663.670898,2.592464
dataset\real_512\000000445248.png,0,7.69483,0.655729,0.246587,-0.55321,-0.855384,3379.05764,126.720262,15692.201864,0.231941,0.01773,3.059904,0.003432,7.993515,0.972564,0.014856,0.01258,0.001002,1.003487,0.024783,6.851956,1.501915,0.732564,0.040687,5.981706,0.064096,0.003967,0.294722,4.451236,0.962827,35.095026,0.181407,0.90469,1.0,0.0,512.0,512.0,1.0,594.261719,2.321335
dataset\real_512\000000445365.png,0,7.21359,0.480162,0.158081,-0.118817,1.18157,1499.346953,92.614932,6724.498109,0.19455,0.01444,3.097686,0.003269,7.993688,0.970644,0.020551,0.008805,0.000514,1.01082,0.005085,6.835874,1.038741,0.758739,0.076474,5.567575,0.041558,0.001223,0.526407,4.776357,0.815424,51.796695,0.253667,0.870426,1.0,0.0,512.0,512.0,1.0,553.860352,2.163517
dataset\real_512\000000445439.png,0,7.904677,0.414126,0.271227,0.220859,-1.089736,3069.086798,159.854542,23847.382093,0.239277,0.04414,3.602938,0.005507,7.993796,0.898288,0.078036,0.023676,0.000336,1.010315,0.009815,6.752192,3.198483,0.647741,0.020047,6.172539,0.065631,0.00349,0.223678,6.078901,0.978021,24.875508,0.066638,0.968159,1.0,0.0,512.0,512.0,1.0,595.436523,2.325924
dataset\real_512\000000445602.png,0,6.627435,0.609562,0.288229,-0.402374,-0.887323,1165.305295,50.873233,7236.889861,0.059818,0.005685,2.894893,0.001745,7.993715,0.989467,0.006815,0.003717,0.000368,1.005907,0.064213,5.981682,0.426072,0.900841,0.111224,4.598209,0.035415,0.001608,0.191899,4.041534,0.977031,27.778482,0.107244,0.619179,1.0,0.0,512.0,512.0,1.0,395.682617,1.545635
dataset\real_512\000000445675.png,0,7.234921,0.494749,0.155465,0.129049,-0.990306,1325.069322,71.330876,4853.602227,0.126915,0.010229,2.657525,0.003402,7.993714,0.982278,0.011053,0.006669,0.000883,1.008603,0.014911,6.903986,0.571814,0.82543,0.063809,5.788284,0.037302,0.001219,0.064762,6.379451,0.984707,9.778606,0.016037,0.812836,1.0,0.0,512.0,512.0,1.0,531.303711,2.075405
dataset\real_512\000000445658.png,0,7.707687,0.450372,0.235211,-0.22978,-0.678333,767.723202,68.610697,12014.105346,0.086166,0.012835,3.825187,0.001168,7.993265,0.966508,0.027507,0.005986,0.000445,0.984898,0.024953,6.534433,0.748882,0.858211,0.050947,4.895431,0.034971,0.001608,0.462192,4.389255,0.913956,50.96316,0.240667,0.792213,1.0,0.0,512.0,512.0,1.0,419.780273,1.639767
dataset\real_512\000000445722.png,0,7.768365,0.465718,0.298315,0.437143,-1.031016,481.599176,73.593627,14664.076688,0.090717,0.010383,4.69298,0.000248,7.993647,0.966342,0.030163,0.003496,2.6e-05,1.087155,0.048049,6.200326,2.015365,0.809598,0.045997,4.823355,0.030882,0.001124,0.508977,4.768042,0.946344,48.488279,0.227989,0.749393,1.0,0.0,512.0,512.0,1.0,404.230469,1.579025
dataset\real_512\000000445792.png,0,7.364287,0.58403,0.22319,-0.413579,-0.618178,372.84283,40.868533,5195.910965,0.048687,0.003989,3.987657,0.000375,7.990466,0.990135,0.00792,0.001945,7.3e-05,0.99406,0.028076,6.239285,0.492632,0.881745,0.07285,4.434939,0.023024,0.000804,0.239651,5.121501,0.865149,46.763084,0.107801,0.677559,1.0,0.0,512.0,512.0,1.0,375.634766,1.467323
dataset\real_512\000000445846.png,0,7.248115,0.555903,0.212934,0.289932,-0.343101,313.348623,35.290916,4038.581375,0.047794,0.003102,3.648426,0.000318,7.993505,0.992482,0.00585,0.001668,6.2e-05,1.00456,0.033471,5.923816,0.303845,0.919517,0.099177,4.228683,0.021484,0.000684,0.339114,4.315704,0.970948,34.855079,0.164413,0.603069,1.0,0.0,512.0,512.0,1.0,284.831055,1.112621
dataset\real_512\000000445834.png,0,7.360027,0.419323,0.366525,0.390801,-1.398361,1759.675428,87.877585,24157.314197,0.09914,0.021751,3.680995,0.002871,7.993658,0.942995,0.045871,0.011134,0.001129,1.003153,0.0567,6.322478,1.802941,0.823146,0.066646,4.991289,0.05022,0.002545,0.332624,5.380087,0.947207,46.723764,0.106323,0.760952,1.0,0.0,512.0,512.0,1.0,441.642578,1.725166
dataset\real_512\000000446005.png,0,7.777679,0.448723,0.252295,0.4265,-0.787373,369.635813,59.680294,8647.544082,0.070599,0.009175,4.416968,0.000233,7.989318,0.977221,0.019197,0.003582,1.1e-05,1.012099,0.037321,6.032901,0.603248,0.861528,0.047056,4.801149,0.027047,0.000931,0.414737,5.478939,0.87882,57.05202,0.190773,0.729759,1.0,0.0,512.0,512.0,1.0,342.524414,1.337986
dataset\real_512\000000445999.png,0,7.231491,0.461007,0.334783,0.107905,-1.693124,249.472896,41.975452,4207.151783,0.038513,0.003769,4.007785,0.00042,7.99349,0.988045,0.010091,0.001864,1.6e-05,0.999669,0.067598,6.34071,0.652635,0.856507,0.07435,3.935219,0.018744,0.000489,0.0,-0.0,1.0,0.0,0.0,0.72834,1.0,0.0,512.0,512.0,1.0,194.115234,0.758263
dataset\real_512\000000446117.png,0,7.178449,0.581265,0.180685,-1.301051,1.096819,328.794928,46.604014,4297.378932,0.05518,0.003449,3.72236,0.000368,7.993597,0.991157,0.007136,0.001707,0.00012,1.000852,0.007578,5.902338,0.742984,0.815538,0.082338,3.953663,0.021635,0.001047,0.197841,5.882085,0.661286,63.187253,0.062441,0.714283,1.0,0.0,512.0,512.0,1.0,374.699219,1.463669
dataset\real_512\000000446206.png,0,7.69106,0.587209,0.315943,-0.119668,-1.456008,1378.490371,120.836929,20243.860541,0.18322,0.015572,4.133037,0.000826,7.993819,0.956603,0.036377,0.00702,5.6e-05,1.00977,0.062907,6.292151,1.394884,0.776675,0.047235,5.6932,0.049018,0.001643,0.255687,6.744063,0.931965,46.052265,0.065376,0.818371,1.0,0.0,512.0,512.0,1.0,482.820312,1.886017
dataset\real_512\000000446207.png,0,7.5341,0.319441,0.284852,0.72787,-0.886335,1135.350042,50.230661,11080.076295,0.054375,0.017822,3.343434,0.003081,7.993681,0.963621,0.025386,0.010994,0.000107,1.055746,0.053831,6.408523,0.547074,0.905125,0.0828,3.774979,0.038279,0.002625,0.487614,6.275613,0.951274,36.345167,0.145854,0.674744,1.0,0.0,512.0,512.0,1.0,429.522461,1.677822
dataset\real_512\000000446522.png,0,7.74056,0.497181,0.256336,-0.343868,-0.985597,1499.755173,62.540917,12227.556755,0.090561,0.013385,2.950002,0.002826,7.993667,0.974998,0.017886,0.007116,0.002471,1.033876,0.034534,6.573956,1.107705,0.847517,0.052949,4.46616,0.042225,0.002062,0.278815,4.990477,0.970996,29.507725,0.130237,0.772614,1.0,0.0,512.0,512.0,1.0,423.387695,1.653858
dataset\real_512\000000446651.png,0,7.30636,0.286564,0.251093,0.859304,-0.077012,1002.418487,60.467956,10828.86645,0.067272,0.021934,3.537799,0.003833,7.993628,0.949818,0.037934,0.012248,0.002025,0.995357,0.01235,6.300777,1.018581,0.836678,0.080518,4.109836,0.035997,0.002244,0.280571,6.014251,0.935034,30.927102,0.013938,0.74194,1.0,0.0,512.0,512.0,1.0,403.647461,1.576748
dataset\real_512\000000446574.png,0,6.9982,0.449194,0.142558,0.142076,-0.143138,90.451662,24.817591,2211.739121,0.023132,0.00242,3.989836,0.000182,7.992351,0.992317,0.006728,0.000955,1.2e-05,1.00938,0.008694,6.214516,0.314828,0.915638,0.11953,3.594552,0.012394,0.000357,0.589141,3.201339,0.905879,45.480364,0.328772,0.595104,1.0,0.0,512.0,512.0,1.0,302.696289,1.182407
dataset\real_512\000000447088.png,0,7.471524,0.466324,0.199993,0.045107,0.255395,717.484645,84.290343,8199.165026,0.154839,0.013525,4.213781,0.000633,7.993609,0.972748,0.021287,0.005966,4.2e-05,0.993574,0.011354,6.575997,1.007001,0.777719,0.061565,5.497072,0.034329,0.001325,0.478212,5.053238,0.722565,61.387334,0.097945,0.867615,1.0,0.0,512.0,512.0,1.0,502.838867,1.964214
dataset\real_512\000000447169.png,0,7.701688,0.48118,0.245098,0.278153,-0.540672,702.251934,49.793355,7676.122573,0.066654,0.007603,3.422172,0.001292,7.993716,0.982918,0.012718,0.004365,6.2e-05,0.976978,0.019838,6.602875,0.593091,0.874518,0.050782,4.195427,0.030812,0.001298,0.088123,6.136586,0.991872,10.802849,0.004842,0.786552,1.0,0.0,512.0,512.0,1.0,419.162109,1.637352
dataset\real_512\000000446703.png,0,6.329555,0.403868,0.085164,-0.440852,4.352471,183.138435,39.023756,2632.980521,0.037037,0.00577,3.985441,0.000253,7.993632,0.989311,0.008064,0.002625,5e-06,0.998939,0.002877,6.355462,0.254718,0.896892,0.181112,4.609857,0.017949,0.000564,0.708203,2.980569,0.626222,58.070351,0.416803,0.667542,1.0,0.0,512.0,512.0,1.0,354.712891,1.385597
dataset\real_512\000000447187.png,0,7.557774,0.502135,0.248278,0.03366,-1.239982,312.802611,61.90496,7793.233048,0.072121,0.006475,4.06137,0.000433,7.993583,0.97875,0.019364,0.001886,7e-05,1.00325,0.030879,6.360893,0.71443,0.847337,0.06248,5.05078,0.024134,0.000642,0.331347,6.688455,0.812452,59.190157,0.081432,0.766598,1.0,0.0,512.0,512.0,1.0,420.095703,1.640999
dataset\real_512\000000447314.png,0,7.231534,0.624003,0.263142,-0.611404,-1.211515,497.62992,33.422656,3881.295262,0.037045,0.003466,3.276562,0.000651,7.993494,0.992968,0.004954,0.002078,1e-06,0.986876,0.048337,6.330145,0.321324,0.922493,0.107848,3.628644,0.023915,0.00099,0.271668,5.237234,0.952308,43.860788,0.064387,0.627655,1.0,0.0,512.0,512.0,1.0,374.954102,1.464664
dataset\real_512\000000447313.png,0,7.891353,0.43979,0.281836,0.412212,-1.108419,5651.40706,167.309483,24893.680925,0.282372,0.052578,2.816093,0.01325,7.993887,0.913537,0.054712,0.031751,0.002837,1.005256,0.034807,6.893019,2.536351,0.661398,0.022448,6.292938,0.080936,0.005228,0.302917,6.712693,0.95904,33.741717,0.074389,0.948048,1.0,0.0,512.0,512.0,1.0,630.276367,2.462017
dataset\real_512\000000447200.png,0,7.667856,0.437913,0.224277,-0.034452,-0.323424,5431.165603,117.538445,13906.405637,0.215626,0.034729,2.43608,0.014334,7.993766,0.944951,0.029621,0.025429,0.002862,1.008532,0.011325,6.984337,1.277635,0.731544,0.042719,5.84517,0.069605,0.003374,0.424405,6.21508,0.856186,55.375372,0.16999,0.932678,1.0,0.0,512.0,512.0,1.0,620.056641,2.422096
dataset\real_512\000000447342.png,0,7.92695,0.448188,0.290411,0.18134,-1.201473,3179.309431,144.531941,22299.004001,0.23307,0.035888,3.427681,0.005319,7.993615,0.929778,0.050046,0.020175,0.00202,0.994863,0.026586,6.82789,2.033441,0.713316,0.025384,6.142921,0.065322,0.00267,0.314292,6.512457,0.932579,40.056214,0.050849,0.922649,1.0,0.0,512.0,512.0,1.0,585.736328,2.288033
dataset\real_512\000000447465.png,0,7.582199,0.442526,0.224426,0.359157,-0.952616,1882.227867,92.892396,16167.815953,0.133846,0.024258,3.391824,0.003893,7.993575,0.949806,0.036528,0.013666,0.00094,0.980054,0.020261,6.598551,1.62621,0.760087,0.0463,5.203885,0.049862,0.002455,0.246766,6.413538,0.767918,56.839554,0.053548,0.879169,1.0,0.0,512.0,512.0,1.0,489.792969,1.913254
dataset\real_512\000000447522.png,0,7.354125,0.453264,0.161973,0.030747,-0.520971,369.760753,44.810115,3307.205797,0.063484,0.004604,3.246407,0.001091,7.99352,0.987869,0.009722,0.002409,0.000222,1.010619,0.008563,6.700508,0.375582,0.873702,0.070429,4.670922,0.021116,0.000429,0.384558,6.034689,0.748333,53.359391,0.157899,0.772934,1.0,0.0,512.0,512.0,1.0,442.422852,1.728214
dataset\real_512\000000447611.png,0,7.144339,0.64579,0.219747,-1.144422,0.682837,145.371827,32.887301,5248.317752,0.034729,0.002243,4.50506,7.1e-05,7.986997,0.991843,0.007431,0.000726,7e-06,1.00462,0.030555,5.083425,0.324112,0.928474,0.101703,3.329803,0.017183,0.000569,0.323335,3.343,0.835486,61.216216,0.223328,0.469746,1.0,0.0,512.0,512.0,1.0,242.411133,0.946918
dataset\real_512\000000447789.png,0,7.046644,0.3902,0.174693,1.528538,2.062955,1666.80808,93.206671,15903.766204,0.142323,0.033004,3.328145,0.004417,7.993576,0.937125,0.046756,0.016119,0.000245,0.995492,0.007678,6.728599,1.463388,0.766698,0.075748,5.353653,0.048058,0.001974,0.533028,5.289021,0.704669,66.555356,0.176346,0.826065,1.0,0.0,512.0,512.0,1.0,523.34375,2.044312
dataset\real_512\000000447917.png,0,7.080144,0.518619,0.156002,-0.638213,1.113872,1982.766342,104.98064,8730.593068,0.228951,0.017971,3.601991,0.002119,7.993276,0.971378,0.016804,0.011818,0.000543,0.998559,0.006332,6.829162,0.881403,0.764266,0.098938,5.897847,0.049509,0.001696,0.510673,5.035602,0.8081,52.274548,0.262695,0.8475,1.0,0.0,512.0,512.0,1.0,571.119141,2.230934
dataset\real_512\000000448256.png,0,7.874863,0.403553,0.279016,0.5265,-0.838473,2117.210343,104.002976,16379.17562,0.170265,0.028359,3.389472,0.004472,7.992994,0.945632,0.037901,0.016467,0.00088,1.005017,0.032354,6.625628,1.079963,0.786232,0.03425,5.450386,0.053087,0.002556,0.351601,6.851686,0.883358,49.051429,0.038012,0.871952,1.0,0.0,512.0,512.0,1.0,524.819336,2.050076
dataset\real_512\000000448076.png,0,7.424467,0.435914,0.229641,0.852239,0.252921,2107.812659,61.51874,14250.076851,0.076199,0.017929,2.834253,0.005115,7.99352,0.961375,0.02706,0.011565,0.001916,0.99589,0.013475,6.644692,1.197426,0.858323,0.093776,4.35676,0.047254,0.002868,0.484514,5.306209,0.634879,103.548392,0.309395,0.745651,1.0,0.0,512.0,512.0,1.0,436.822266,1.706337
dataset\real_512\000000448263.png,0,7.639446,0.487222,0.273001,0.237588,-1.452198,116.076246,55.093028,6855.637095,0.041542,0.005138,4.615177,4.8e-05,7.991766,0.977418,0.021502,0.00108,0.0,1.013222,0.033936,5.622495,0.972396,0.823099,0.054594,4.63581,0.017228,0.000427,0.364278,6.578176,0.799594,64.699009,0.060373,0.706352,1.0,0.0,512.0,512.0,1.0,350.886719,1.370651
dataset\real_512\000000448365.png,0,7.721589,0.569036,0.285067,-0.53802,-1.082451,872.583755,57.123657,9533.113439,0.069019,0.006923,3.595596,0.001108,7.993492,0.98405,0.012118,0.003832,0.000123,1.006504,0.025793,6.564015,0.707062,0.863693,0.059313,4.440426,0.033633,0.001531,0.274101,5.783138,0.929526,43.967867,0.064575,0.774452,1.0,0.0,512.0,512.0,1.0,439.269531,1.715897
dataset\real_512\000000448448.png,0,7.750651,0.482034,0.231465,0.458054,-0.448071,1535.711181,78.846603,7731.766867,0.131779,0.011561,2.889583,0.00357,7.993684,0.975181,0.017922,0.006897,0.001547,1.006788,0.017875,6.852529,0.885432,0.785312,0.036407,5.350517,0.039769,0.001697,0.259355,5.842002,0.948918,31.577367,0.101679,0.902885,1.0,0.0,512.0,512.0,1.0,518.056641,2.023659
dataset\real_512\000000448410.png,0,7.677332,0.502226,0.26692,0.431464,-1.025423,1948.659314,95.424552,15837.071953,0.14003,0.018116,3.319501,0.003364,7.993773,0.962853,0.026702,0.010445,0.00052,0.994362,0.024242,6.760606,1.483364,0.775592,0.041097,5.204114,0.050263,0.002254,0.215079,6.1086,0.907055,45.473982,0.103295,0.887161,1.0,0.0,512.0,512.0,1.0,527.289062,2.059723
